Date,Open,High,Low,Close,Volume,OpenInterest
2022-01-08,41810.92000000,41999.99000000,41739.00000000,41913.58000000,2135.49013000,0.0
2022-01-08,41913.59000000,42200.00000000,41767.16000000,41940.22000000,3321.30192000,0.0
2022-01-08,41940.22000000,42063.23000000,41400.00000000,41613.33000000,4171.17885000,0.0
2022-01-08,41609.60000000,41740.53000000,40501.00000000,40831.07000000,12549.74604000,0.0
2022-01-08,40831.06000000,42300.00000000,40720.00000000,41679.74000000,7228.76899000,0.0
2022-01-09,41679.74000000,42170.11000000,41388.13000000,41833.89000000,4255.72958000,0.0
2022-01-09,41833.90000000,42103.31000000,41681.17000000,41791.51000000,2460.77120000,0.0
2022-01-09,41791.50000000,41990.00000000,41410.00000000,41857.62000000,3137.48125000,0.0
2022-01-09,41857.62000000,41923.39000000,41200.02000000,41621.11000000,3367.82823000,0.0
2022-01-09,41621.11000000,42740.00000000,41556.49000000,42695.26000000,5802.65087000,0.0
2022-01-09,42695.27000000,42786.70000000,41766.43000000,41864.62000000,3699.93313000,0.0
2022-01-10,41864.62000000,42037.05000000,41601.00000000,41967.59000000,3090.07632000,0.0
2022-01-10,41967.59000000,42248.50000000,41811.70000000,42042.38000000,3216.08520000,0.0
2022-01-10,42042.38000000,42116.61000000,41455.00000000,41565.34000000,4092.19411000,0.0
2022-01-10,41565.33000000,41616.72000000,39650.00000000,40984.33000000,22660.39365000,0.0
2022-01-10,40984.34000000,42121.63000000,40564.89000000,41297.15000000,13657.42788000,0.0
2022-01-10,41297.15000000,41985.00000000,41158.99000000,41822.49000000,4012.99303000,0.0
2022-01-11,41822.49000000,42400.01000000,41544.64000000,42277.98000000,4934.14719000,0.0
2022-01-11,42277.99000000,42387.78000000,41971.37000000,42211.05000000,3883.13068000,0.0
2022-01-11,42212.21000000,42627.66000000,41575.00000000,41809.99000000,6072.63206000,0.0
2022-01-11,41809.99000000,42200.00000000,41268.93000000,41733.93000000,7345.13139000,0.0
2022-01-11,41733.92000000,43100.00000000,41680.44000000,42972.05000000,11896.68845000,0.0
2022-01-11,42972.04000000,43095.26000000,42597.41000000,42729.29000000,3164.70752000,0.0
2022-01-12,42729.29000000,42965.00000000,42450.00000000,42605.02000000,3086.64021000,0.0
2022-01-12,42605.01000000,42867.55000000,42463.13000000,42561.67000000,3336.77438000,0.0
2022-01-12,42561.66000000,43443.60000000,42508.69000000,42935.92000000,6248.56105000,0.0
2022-01-12,42935.92000000,44078.40000000,42874.01000000,43560.29000000,12273.47054000,0.0
2022-01-12,43560.29000000,43886.26000000,43317.00000000,43743.11000000,4601.65301000,0.0
2022-01-12,43743.10000000,44322.00000000,43629.39000000,43902.66000000,4396.19361000,0.0
2022-01-13,43902.65000000,44075.42000000,43422.72000000,43509.93000000,3979.63723000,0.0
2022-01-13,43505.99000000,43795.44000000,43483.20000000,43699.99000000,3331.80419000,0.0
2022-01-13,43699.99000000,44014.51000000,43500.00000000,43602.31000000,4607.65385000,0.0
2022-01-13,43603.58000000,44500.00000000,42871.01000000,43200.00000000,11551.88285000,0.0
2022-01-13,43200.01000000,43500.00000000,42535.00000000,42700.67000000,6945.66481000,0.0
2022-01-13,42700.67000000,42888.18000000,42311.22000000,42560.11000000,4494.23469000,0.0
2022-01-14,42558.35000000,42784.00000000,42362.91000000,42623.87000000,4534.92179000,0.0
2022-01-14,42623.87000000,42978.10000000,42599.99000000,42660.01000000,4015.82873000,0.0
2022-01-14,42660.00000000,42688.84000000,41826.82000000,42012.94000000,7628.33288000,0.0
2022-01-14,42012.94000000,43347.42000000,41725.95000000,43109.00000000,8997.40197000,0.0
2022-01-14,43109.00000000,43408.00000000,42777.00000000,43077.93000000,4631.61759000,0.0
2022-01-14,43077.93000000,43448.78000000,43000.00000000,43059.96000000,2832.77996000,0.0
2022-01-15,43059.96000000,43174.00000000,42864.49000000,42927.96000000,2973.19446000,0.0
2022-01-15,42927.95000000,43099.81000000,42712.94000000,43088.12000000,2860.77788000,0.0
2022-01-15,43088.12000000,43283.83000000,42884.01000000,43017.59000000,2599.71462000,0.0
2022-01-15,43017.59000000,43406.96000000,42555.00000000,43401.21000000,4980.54141000,0.0
2022-01-15,43401.21000000,43564.15000000,43233.33000000,43528.34000000,4570.18496000,0.0
2022-01-15,43528.33000000,43800.00000000,43071.11000000,43084.29000000,3951.64283000,0.0
2022-01-16,43084.29000000,43153.63000000,42838.00000000,42977.22000000,2783.29728000,0.0
2022-01-16,42977.22000000,43253.68000000,42850.16000000,43202.21000000,2264.10918000,0.0
2022-01-16,43202.21000000,43305.00000000,42759.00000000,42968.29000000,4708.53834000,0.0
2022-01-16,42968.30000000,43416.05000000,42581.79000000,43219.53000000,5325.20803000,0.0
2022-01-16,43219.54000000,43475.00000000,42790.02000000,42824.79000000,3290.41550000,0.0
2022-01-16,42824.79000000,43263.15000000,42750.25000000,43071.66000000,2230.78438000,0.0
2022-01-17,43071.66000000,43176.18000000,42624.11000000,42647.40000000,3067.15941000,0.0
2022-01-17,42647.40000000,42967.99000000,42300.00000000,42656.03000000,4316.07881000,0.0
2022-01-17,42656.03000000,42900.00000000,42567.93000000,42671.31000000,3521.25336000,0.0
2022-01-17,42671.30000000,42793.16000000,42385.00000000,42477.66000000,4178.38817000,0.0
2022-01-17,42477.67000000,42538.47000000,41822.74000000,42238.31000000,8112.80827000,0.0
2022-01-17,42238.31000000,42392.66000000,41540.42000000,42201.62000000,4366.39811000,0.0
2022-01-18,42201.63000000,42436.66000000,41972.71000000,42040.54000000,4550.36015000,0.0
2022-01-18,42040.53000000,42337.30000000,41886.25000000,42061.94000000,4135.11603000,0.0
2022-01-18,42065.42000000,42065.42000000,41453.00000000,41854.14000000,6023.27637000,0.0
2022-01-18,41854.13000000,41950.00000000,41250.00000000,41587.27000000,6280.61407000,0.0
2022-01-18,41587.26000000,41799.08000000,41381.66000000,41699.61000000,3767.44420000,0.0
2022-01-18,41695.59000000,42691.00000000,41500.99000000,42352.12000000,4567.27175000,0.0
2022-01-19,42352.12000000,42500.00000000,41582.99000000,41706.41000000,4538.39603000,0.0
2022-01-19,41706.41000000,41849.94000000,41161.20000000,41287.10000000,4837.49022000,0.0
2022-01-19,41287.10000000,42178.48000000,41138.56000000,42033.00000000,6485.56373000,0.0
2022-01-19,42033.00000000,42559.13000000,41832.13000000,41981.27000000,7218.70307000,0.0
2022-01-19,41981.27000000,42355.90000000,41697.46000000,41873.79000000,5457.34151000,0.0
2022-01-19,41872.45000000,41993.98000000,41548.00000000,41660.01000000,3148.22703000,0.0
2022-01-20,41660.00000000,42082.26000000,41639.88000000,41924.97000000,3240.94302000,0.0
2022-01-20,41924.97000000,42148.00000000,41768.48000000,42058.31000000,3602.56211000,0.0
2022-01-20,42058.31000000,42232.76000000,41807.94000000,42129.44000000,3148.83581000,0.0
2022-01-20,42129.45000000,43456.00000000,41900.05000000,43308.69000000,10872.70214000,0.0
2022-01-20,43308.70000000,43505.00000000,42805.00000000,42917.32000000,6495.57509000,0.0
2022-01-20,42917.31000000,42996.64000000,40553.31000000,40680.91000000,14969.72136000,0.0
2022-01-21,40680.92000000,41100.00000000,38220.00000000,38465.65000000,21282.97975200,0.0
2022-01-21,38465.65000000,39177.20000000,38437.15000000,39134.55000000,9944.04301000,0.0
2022-01-21,39136.31000000,39320.00000000,38668.19000000,38898.18000000,6699.13300000,0.0
2022-01-21,38898.19000000,39042.40000000,37710.00000000,38857.26000000,16377.23138300,0.0
2022-01-21,38857.24000000,39071.13000000,37850.00000000,37984.12000000,8202.70990000,0.0
2022-01-21,37984.11000000,38470.00000000,35440.45000000,36445.31000000,26354.79495400,0.0
2022-01-22,36445.31000000,36835.22000000,36009.98000000,36341.64000000,12970.56975000,0.0
2022-01-22,36340.43000000,36423.82000000,35112.84000000,35400.02000000,15700.14716800,0.0
2022-01-22,35400.01000000,35948.01000000,34008.00000000,35406.76000000,27869.63503300,0.0
2022-01-22,35406.76000000,36192.76000000,34805.32000000,34838.68000000,13764.18535000,0.0
2022-01-22,34838.69000000,35501.96000000,34243.38000000,34528.62000000,11909.55801000,0.0
2022-01-22,34528.61000000,35729.03000000,34415.95000000,35071.42000000,8257.24365000,0.0
2022-01-23,35071.42000000,35526.28000000,34811.00000000,35051.00000000,5314.38133000,0.0
2022-01-23,35051.01000000,35758.64000000,34940.09000000,35571.19000000,7954.12458000,0.0
2022-01-23,35571.19000000,36150.76000000,35325.03000000,35686.29000000,9612.66388000,0.0
2022-01-23,35686.29000000,36080.50000000,35050.40000000,35287.58000000,6581.33332000,0.0
2022-01-23,35282.66000000,35450.00000000,34601.01000000,34775.45000000,5880.32181000,0.0
2022-01-23,34775.45000000,36499.00000000,34707.58000000,36244.55000000,8936.69862000,0.0
2022-01-24,36244.55000000,36251.50000000,35160.51000000,35338.26000000,7165.42052000,0.0
2022-01-24,35338.25000000,35473.45000000,34811.87000000,34888.81000000,4977.80812000,0.0
2022-01-24,34887.90000000,35562.15000000,33029.54000000,33697.11000000,23802.11649500,0.0
2022-01-24,33697.12000000,34388.38000000,32917.17000000,34233.95000000,22498.49791600,0.0
2022-01-24,34237.31000000,36436.00000000,33803.13000000,36066.40000000,21817.53204000,0.0
2022-01-24,36066.40000000,37550.00000000,35951.13000000,36660.35000000,11643.37812000,0.0
2022-01-25,36660.35000000,36691.87000000,35955.43000000,36424.49000000,6255.52219000,0.0
2022-01-25,36424.50000000,36496.62000000,35701.00000000,36044.01000000,5943.09862000,0.0
2022-01-25,36044.01000000,36800.00000000,36003.30000000,36406.00000000,8110.56818000,0.0
2022-01-25,36406.00000000,37149.42000000,35967.33000000,36530.00000000,13684.16980000,0.0
2022-01-25,36530.00000000,37545.14000000,36492.48000000,37067.13000000,9955.53936000,0.0
2022-01-25,37067.13000000,37103.15000000,36421.56000000,36958.32000000,5283.50368000,0.0
2022-01-26,36958.32000000,37522.24000000,36550.20000000,37389.76000000,6842.03768000,0.0
2022-01-26,37389.77000000,37974.43000000,37109.37000000,37338.59000000,8374.59822000,0.0
2022-01-26,37338.60000000,38248.92000000,37324.58000000,38072.77000000,9307.93892000,0.0
2022-01-26,38072.77000000,38499.00000000,37475.01000000,37985.00000000,12793.04941000,0.0
2022-01-26,37985.01000000,38919.98000000,37311.58000000,37579.90000000,19388.99139000,0.0
2022-01-26,37576.67000000,37580.03000000,36234.63000000,36809.34000000,13123.54474000,0.0
2022-01-27,36807.24000000,37080.00000000,35507.01000000,35745.70000000,10776.58699000,0.0
2022-01-27,35745.70000000,36303.80000000,35692.61000000,36173.87000000,8841.21015000,0.0
2022-01-27,36177.17000000,36781.79000000,35815.80000000,36679.98000000,7499.79721000,0.0
2022-01-27,36679.98000000,37199.00000000,36423.46000000,36639.43000000,8665.06124000,0.0
2022-01-27,36639.43000000,36787.77000000,35883.82000000,36209.20000000,6915.06301000,0.0
2022-01-27,36209.19000000,37234.47000000,35538.75000000,37160.10000000,10323.16074000,0.0
2022-01-28,37160.11000000,37467.98000000,36500.00000000,37351.83000000,8117.63862000,0.0
2022-01-28,37351.83000000,37500.00000000,36777.77000000,36799.82000000,6574.94579000,0.0
2022-01-28,36799.82000000,36882.22000000,36287.03000000,36448.28000000,6628.45526000,0.0
2022-01-28,36447.67000000,37300.00000000,36155.01000000,37188.98000000,9825.07956000,0.0
2022-01-28,37188.99000000,37376.70000000,36765.05000000,37222.86000000,5339.26276000,0.0
2022-01-28,37222.85000000,38000.00000000,37134.65000000,37716.56000000,5668.88757000,0.0
2022-01-29,37716.57000000,37983.41000000,37448.58000000,37737.73000000,4115.15883000,0.0
2022-01-29,37737.72000000,37925.00000000,37589.44000000,37836.99000000,3427.98801000,0.0
2022-01-29,37836.98000000,37923.00000000,37544.94000000,37736.07000000,2819.87215000,0.0
2022-01-29,37736.06000000,38198.82000000,37268.44000000,37566.82000000,6404.92320000,0.0
2022-01-29,37567.98000000,37950.00000000,37317.37000000,37853.00000000,3330.83069000,0.0
2022-01-29,37853.00000000,38720.74000000,37816.21000000,38166.84000000,6030.72394000,0.0
2022-01-30,38166.83000000,38281.24000000,37737.49000000,37917.13000000,3377.96921000,0.0
2022-01-30,37917.13000000,38300.00000000,37901.17000000,38244.98000000,2678.99042000,0.0
2022-01-30,38244.98000000,38359.26000000,37795.00000000,38110.02000000,4712.87374000,0.0
2022-01-30,38110.03000000,38153.82000000,37712.05000000,37980.09000000,2934.12980000,0.0
2022-01-30,37977.47000000,38074.76000000,37442.52000000,37512.37000000,3351.24867000,0.0
2022-01-30,37512.37000000,38230.00000000,37351.63000000,37881.76000000,4375.45343000,0.0
2022-01-31,37881.75000000,37951.07000000,36632.61000000,37025.68000000,7138.36907000,0.0
2022-01-31,37025.68000000,37196.91000000,36811.48000000,37121.83000000,3148.35918000,0.0
2022-01-31,37121.84000000,37399.93000000,36880.00000000,37265.16000000,4020.70047000,0.0
2022-01-31,37265.15000000,37900.00000000,36724.00000000,37722.91000000,8990.81294000,0.0
2022-01-31,37722.91000000,38744.00000000,37671.46000000,38415.79000000,9491.10461000,0.0
2022-01-31,38415.79000000,38737.99000000,38236.69000000,38466.90000000,4065.89953000,0.0
2022-02-01,38466.90000000,38649.90000000,38175.86000000,38596.82000000,3549.58405000,0.0
2022-02-01,38596.82000000,38644.57000000,38240.00000000,38440.77000000,3416.90805000,0.0
2022-02-01,38440.76000000,39100.00000000,38000.00000000,38425.06000000,8201.00865000,0.0
2022-02-01,38425.05000000,39034.47000000,38190.42000000,38630.33000000,8820.81241000,0.0
2022-02-01,38630.32000000,39265.20000000,38341.06000000,38378.09000000,7309.57506000,0.0
2022-02-01,38378.10000000,38889.00000000,38369.00000000,38694.59000000,3276.55841000,0.0
2022-02-02,38694.59000000,38855.92000000,38374.78000000,38552.87000000,3300.89167000,0.0
2022-02-02,38552.87000000,38555.33000000,38196.42000000,38284.69000000,3743.58713000,0.0
2022-02-02,38282.14000000,38597.95000000,38225.00000000,38490.00000000,3440.83780000,0.0
2022-02-02,38490.00000000,38773.41000000,37361.49000000,37429.78000000,10461.69509000,0.0
2022-02-02,37429.78000000,37674.34000000,37066.66000000,37566.56000000,6853.10313000,0.0
2022-02-02,37566.56000000,37662.14000000,36586.95000000,36896.36000000,7994.56648000,0.0
2022-02-03,36896.37000000,37049.65000000,36720.01000000,36820.83000000,4617.34607000,0.0
2022-02-03,36822.50000000,37093.03000000,36780.04000000,37024.16000000,4603.39848000,0.0
2022-02-03,37024.16000000,37106.91000000,36250.73000000,36785.00000000,6375.43998000,0.0
2022-02-03,36785.00000000,36976.89000000,36250.00000000,36910.05000000,6871.90736000,0.0
2022-02-03,36910.06000000,37104.60000000,36449.43000000,36551.70000000,4410.35527000,0.0
2022-02-03,36551.71000000,37387.00000000,36270.00000000,37311.61000000,5202.66283000,0.0
2022-02-04,37311.98000000,37445.50000000,37026.73000000,37297.62000000,5055.04806000,0.0
2022-02-04,37297.61000000,38222.00000000,37245.00000000,37869.31000000,8027.55596000,0.0
2022-02-04,37869.31000000,38236.08000000,37763.74000000,37810.00000000,5816.12565000,0.0
2022-02-04,37810.00000000,39819.91000000,37290.20000000,39490.87000000,20274.09013000,0.0
2022-02-04,39490.88000000,40877.00000000,39442.89000000,40727.91000000,17077.62952000,0.0
2022-02-04,40727.92000000,41772.33000000,40382.84000000,41574.25000000,8453.50942000,0.0
2022-02-05,41571.70000000,41913.69000000,41173.36000000,41447.85000000,8208.78852000,0.0
2022-02-05,41447.85000000,41748.18000000,41369.69000000,41379.99000000,4611.24918000,0.0
2022-02-05,41379.99000000,41669.00000000,41099.92000000,41430.00000000,5220.42031000,0.0
2022-02-05,41430.00000000,41899.54000000,41326.17000000,41761.85000000,6016.92671000,0.0
2022-02-05,41761.87000000,41854.81000000,40843.01000000,41544.90000000,5915.46066000,0.0
2022-02-05,41544.90000000,41771.85000000,41349.81000000,41382.59000000,2559.49834000,0.0
2022-02-06,41382.60000000,41640.00000000,41340.35000000,41444.04000000,2064.25705000,0.0
2022-02-06,41444.03000000,41714.18000000,41305.29000000,41612.33000000,2267.93171000,0.0
2022-02-06,41612.32000000,41700.01000000,41444.00000000,41522.00000000,2030.31116000,0.0
2022-02-06,41522.00000000,42168.00000000,41116.56000000,41519.49000000,7364.57563000,0.0
2022-02-06,41519.48000000,41747.40000000,41417.23000000,41717.94000000,2735.98951000,0.0
2022-02-06,41717.93000000,42656.00000000,41478.86000000,42380.87000000,5942.10198000,0.0
2022-02-07,42380.87000000,42944.20000000,41645.85000000,42818.99000000,9921.46732000,0.0
2022-02-07,42819.00000000,43000.00000000,42551.96000000,42723.92000000,5908.75547000,0.0
2022-02-07,42723.91000000,42767.69000000,42234.09000000,42720.03000000,5775.99721000,0.0
2022-02-07,42720.03000000,43895.02000000,42490.02000000,43835.59000000,11355.37938000,0.0
2022-02-07,43835.59000000,44500.50000000,43484.91000000,44252.80000000,12059.29967000,0.0
2022-02-07,44252.31000000,44438.93000000,43742.90000000,43839.99000000,6039.72101000,0.0
2022-02-08,43839.99000000,44185.00000000,43555.72000000,44178.57000000,6089.41865000,0.0
2022-02-08,44178.57000000,45492.00000000,44073.73000000,44855.00000000,12482.11456000,0.0
2022-02-08,44855.00000000,44919.77000000,43520.96000000,43988.30000000,16705.18579000,0.0
2022-02-08,43988.30000000,43988.31000000,42854.81000000,43429.31000000,12432.46818000,0.0
2022-02-08,43429.32000000,43685.20000000,42666.00000000,42998.65000000,9095.17318000,0.0
2022-02-08,43000.53000000,44393.36000000,42938.36000000,44042.99000000,8075.93351000,0.0
2022-02-09,44043.00000000,44341.88000000,43117.92000000,43343.28000000,6322.35073000,0.0
2022-02-09,43343.28000000,43918.52000000,43125.00000000,43807.75000000,4631.70351000,0.0
2022-02-09,43807.75000000,43939.00000000,43181.91000000,43715.45000000,5258.09575000,0.0
2022-02-09,43715.46000000,44471.40000000,43617.61000000,43867.63000000,7811.59416000,0.0
2022-02-09,43867.63000000,44700.00000000,43579.66000000,44463.43000000,6189.45543000,0.0
2022-02-09,44466.23000000,44799.00000000,44189.00000000,44372.72000000,4214.96771000,0.0
2022-02-10,44372.71000000,44400.00000000,43542.14000000,43775.42000000,5357.42965000,0.0
2022-02-10,43775.42000000,44131.60000000,43575.22000000,44092.42000000,3346.73043000,0.0
2022-02-10,44092.43000000,45177.96000000,44055.86000000,44834.09000000,7254.84317000,0.0
2022-02-10,44834.09000000,45669.71000000,43174.01000000,44947.10000000,24969.59606000,0.0
2022-02-10,44947.12000000,45821.00000000,44341.07000000,44373.97000000,13381.10677000,0.0
2022-02-10,44373.95000000,44601.14000000,43333.42000000,43495.44000000,8047.58483000,0.0
2022-02-11,43495.44000000,43749.86000000,42600.00000000,43343.71000000,10110.92730000,0.0
2022-02-11,43342.92000000,43416.22000000,42814.23000000,43359.25000000,3941.73806000,0.0
2022-02-11,43359.24000000,43600.00000000,42851.00000000,43357.53000000,5475.47369000,0.0
2022-02-11,43357.53000000,43920.00000000,43253.31000000,43669.01000000,7581.10170000,0.0
2022-02-11,43669.02000000,43767.16000000,42050.00000000,42742.63000000,10610.87665000,0.0
2022-02-11,42742.63000000,42865.58000000,41938.51000000,42373.73000000,7255.05130000,0.0
2022-02-12,42373.73000000,42485.66000000,42156.99000000,42288.46000000,3288.29465000,0.0
2022-02-12,42288.45000000,42428.30000000,41688.88000000,42103.94000000,4367.69845000,0.0
2022-02-12,42103.94000000,42459.06000000,41888.82000000,42406.48000000,3812.64672000,0.0
2022-02-12,42406.48000000,42445.85000000,41800.13000000,42123.93000000,4622.69088000,0.0
2022-02-12,42123.92000000,43079.49000000,41995.20000000,42662.47000000,6078.07210000,0.0
2022-02-12,42662.47000000,42752.99000000,41700.00000000,42217.87000000,4387.45401000,0.0
2022-02-13,42217.87000000,42508.47000000,42057.26000000,42230.00000000,2330.39143000,0.0
2022-02-13,42229.99000000,42490.01000000,42119.35000000,42412.40000000,1777.84404000,0.0
2022-02-13,42412.39000000,42654.64000000,42243.48000000,42470.73000000,2634.53051000,0.0
2022-02-13,42470.72000000,42760.00000000,42138.17000000,42559.97000000,3618.82766000,0.0
2022-02-13,42559.97000000,42580.00000000,41870.00000000,42031.16000000,4470.06705000,0.0
2022-02-13,42031.17000000,42497.85000000,41929.42000000,42053.66000000,2900.42044000,0.0
2022-02-14,42053.65000000,42180.04000000,41550.56000000,41916.43000000,5168.08194000,0.0
2022-02-14,41916.42000000,42368.21000000,41734.70000000,42314.42000000,3722.30411000,0.0
2022-02-14,42314.42000000,42415.00000000,41922.48000000,42117.87000000,4919.49954000,0.0
2022-02-14,42112.71000000,42842.40000000,41961.13000000,42584.97000000,8465.74177000,0.0
2022-02-14,42584.97000000,42818.35000000,41803.17000000,42119.31000000,7727.34218000,0.0
2022-02-14,42119.31000000,42800.00000000,41933.95000000,42535.94000000,4007.16106000,0.0
2022-02-15,42535.94000000,43700.00000000,42427.03000000,43567.76000000,7369.37671000,0.0
2022-02-15,43567.75000000,43781.97000000,43397.10000000,43691.57000000,4329.57517000,0.0
2022-02-15,43691.57000000,44425.85000000,43608.67000000,44233.60000000,9378.32292000,0.0
2022-02-15,44233.60000000,44500.00000000,44024.03000000,44198.96000000,7094.58110000,0.0
2022-02-15,44198.97000000,44259.37000000,43846.07000000,43993.95000000,4915.19058000,0.0
2022-02-15,43993.94000000,44751.40000000,43941.28000000,44544.86000000,5008.14928000,0.0
2022-02-16,44544.85000000,44549.97000000,43877.18000000,43971.26000000,4792.55593000,0.0
2022-02-16,43971.27000000,44191.77000000,43673.92000000,44184.20000000,3811.49504000,0.0
2022-02-16,44184.19000000,44327.55000000,43876.00000000,44173.15000000,3718.85182000,0.0
2022-02-16,44173.15000000,44214.11000000,43307.00000000,43598.63000000,7100.17110000,0.0
2022-02-16,43598.62000000,44344.64000000,43350.00000000,44220.00000000,6131.78678000,0.0
2022-02-16,44219.99000000,44376.58000000,43823.09000000,43873.56000000,2917.01203000,0.0
2022-02-17,43873.56000000,44164.71000000,43575.04000000,43583.05000000,3545.31414000,0.0
2022-02-17,43580.00000000,43950.00000000,43350.00000000,43919.46000000,4058.38755000,0.0
2022-02-17,43919.46000000,44022.36000000,42900.00000000,43164.05000000,7089.09929000,0.0
2022-02-17,43164.05000000,43340.65000000,41700.00000000,41925.44000000,12817.36170000,0.0
2022-02-17,41925.44000000,42111.00000000,40750.02000000,41201.62000000,11025.42620000,0.0
2022-02-17,41204.22000000,41204.22000000,40073.21000000,40515.70000000,8710.40606000,0.0
2022-02-18,40515.71000000,40950.00000000,40300.00000000,40691.98000000,5300.41799000,0.0
2022-02-18,40691.97000000,40780.64000000,40493.31000000,40665.81000000,3464.12026000,0.0
2022-02-18,40665.81000000,40959.88000000,40101.01000000,40178.94000000,5962.75694000,0.0
2022-02-18,40178.95000000,40799.00000000,39616.72000000,39832.03000000,15730.48800000,0.0
2022-02-18,39832.02000000,40438.27000000,39450.00000000,40216.80000000,9738.09073000,0.0
2022-02-18,40216.79000000,40286.09000000,39711.31000000,39974.44000000,3650.04849000,0.0
2022-02-19,39974.45000000,40307.22000000,39915.89000000,40125.12000000,2584.52930000,0.0
2022-02-19,40125.13000000,40444.32000000,40060.88000000,40263.71000000,2279.67412000,0.0
2022-02-19,40263.70000000,40301.11000000,39648.60000000,39842.54000000,4264.32645000,0.0
2022-02-19,39842.53000000,40076.94000000,39639.03000000,39969.93000000,3923.19584000,0.0
2022-02-19,39969.92000000,40345.62000000,39850.00000000,39974.66000000,3240.99581000,0.0
2022-02-19,39974.66000000,40140.00000000,39800.00000000,40079.17000000,1749.33358000,0.0
2022-02-20,40079.17000000,40125.44000000,39700.00000000,39794.59000000,2330.85530000,0.0
2022-02-20,39794.59000000,39843.59000000,38581.10000000,38796.64000000,9438.50276000,0.0
2022-02-20,38796.63000000,38836.18000000,38000.00000000,38343.99000000,9315.50139000,0.0
